Date,Department,Resource_ID,Cloud_Service,Resource_Type,Region,CPU_Usage_Percent,Memory_Usage_Percent,Storage_Usage_GB,Usage_Hours,Cost_USD
2025-09-15 00:00:00,Marketing,RES05647,Storage,Block Storage,India,10.12,24.63,102.79,11.83,5
2025-09-15 00:00:00,Marketing,RES10629,Compute,Container,US East,65.15,61.75,114.36,23.06,64.16
2025-09-15 00:00:00,Operations,RES00359,Compute,Virtual Machine,US West,31.64,39.64,114.7,5.16,26.93
2025-09-15 00:00:00,Operations,RES05414,Networking,Load Balancer,Europe,43.58,54.5,62.99,6.73,32.96
2025-09-15 00:00:00,Operations,RES06626,Compute,Container,Europe,7.41,42.35,92.03,16.8,44.63
2025-09-15 00:00:00,Operations,RES08056,Compute,Serverless,Europe,43.65,54.78,103.53,22.02,45.07
2025-09-15 00:00:00,Operations,RES11749,Networking,Load Balancer,US West,82.42,71.36,64.78,11.9,46.05
2025-09-15 00:00:00,Sales,RES03543,Database,Database Server,Asia Pacific,48.35,71.36,103.61,4.88,48.28
2025-09-15 00:00:00,Sales,RES11183,Compute,Container,US West,85.68,65.13,171.82,20.79,67.77
2025-09-16 00:00:00,Finance,RES00505,Compute,Virtual Machine,India,54.89,60.07,69.86,15.16,60.06
2025-09-16 00:00:00,Finance,RES01153,Compute,Serverless,Asia Pacific,41.85,43.59,28.24,17.34,36.68
2025-09-16 00:00:00,Finance,RES05932,Storage,Object Storage,US East,69.42,68.6,178.79,22.58,28.96
2025-09-16 00:00:00,Finance,RES08951,Compute,Virtual Machine,Europe,13.83,26.52,87.92,17.8,61.83
2025-09-16 00:00:00,Finance,RES09046,Networking,Network Gateway,India,66.12,70.45,65.83,7.34,34.56
2025-09-16 00:00:00,Finance,RES09766,Compute,Container,Europe,79.55,75.26,62.98,22.18,67.85
2025-09-16 00:00:00,Finance,RES10168,Compute,Container,US East,9.11,28.03,60.11,23.28,53.6
2025-09-16 00:00:00,HR,RES06036,Compute,Virtual Machine,US East,87.46,69.37,92.58,11.94,51.72
2025-09-16 00:00:00,HR,RES06432,Storage,Block Storage,US West,34.72,51.31,48.05,6.75,18.61
2025-09-16 00:00:00,IT,RES05408,Storage,Object Storage,India,74.87,74.1,48.81,12.73,26.22
2025-09-16 00:00:00,IT,RES05774,Database,Data Warehouse,US West,72.88,72.83,289.37,7.12,90.69
2025-09-16 00:00:00,IT,RES05813,Storage,Object Storage,India,80.96,80.99,62.93,14.47,28.86
2025-09-16 00:00:00,IT,RES09048,Compute,Virtual Machine,India,11.49,37.5,236.1,20.87,59.06
2025-09-16 00:00:00,IT,RES09730,Networking,Network Gateway,Europe,33.25,45.89,133.06,15.78,44.11
2025-09-16 00:00:00,IT,RES11693,Compute,Virtual Machine,India,86.68,83.04,26.77,11.91,54.43
2025-09-16 00:00:00,IT,RES11846,Networking,Load Balancer,Asia Pacific,68.63,81.18,86.88,19.93,70.22
2025-09-16 00:00:00,Operations,RES00739,Compute,Serverless,India,54.92,58.52,842.24,11.38,39.22
2025-09-16 00:00:00,Operations,RES01688,Compute,Serverless,India,71.95,69.71,443.35,22.92,51.23
2025-09-16 00:00:00,Operations,RES04526,Compute,Serverless,Europe,51.42,46.21,81.49,14.32,41.76
2025-09-16 00:00:00,Operations,RES08405,Storage,Object Storage,Asia Pacific,59.32,63.85,525.36,23.77,21.85
2025-09-16 00:00:00,Operations,RES11742,Compute,Serverless,India,95.24,83.91,173.66,12.87,47.02
2025-09-16 00:00:00,Sales,RES00133,Database,Database Server,Asia Pacific,89.79,98,124.31,17.04,155.61
2025-09-16 00:00:00,Sales,RES02201,Networking,Network Gateway,India,14.46,25.02,332.72,4.25,12.76
2025-09-16 00:00:00,Sales,RES08115,Storage,Object Storage,India,16.68,18.65,235.54,10.16,7.33
2025-09-16 00:00:00,Sales,RES11035,Database,Database Server,US East,47.68,56.4,182.35,16.57,123.54
2025-09-17 00:00:00,Finance,RES01813,Compute,Virtual Machine,US East,55.3,53.03,58.27,17.98,71.93
2025-09-17 00:00:00,Finance,RES02218,Compute,Container,India,65.91,72.13,245.36,4.45,25.21
2025-09-17 00:00:00,Finance,RES04484,Storage,Block Storage,US West,85.33,81.81,194.78,7.96,34.53
2025-09-17 00:00:00,Finance,RES04971,Compute,Serverless,India,17.28,13.99,476.18,9.81,16.26
2025-09-17 00:00:00,Finance,RES08221,Networking,Network Gateway,Europe,16.81,24.25,1040.35,21.05,54.5
2025-09-17 00:00:00,Finance,RES09049,Compute,Serverless,US East,12.77,34.82,90.35,18.01,32.53
2025-09-17 00:00:00,Finance,RES09164,Storage,Block Storage,Europe,28.85,43.64,127.71,16.48,17.74
2025-09-17 00:00:00,HR,RES02090,Networking,Load Balancer,US West,17.09,15.62,177.23,18.49,41.53
2025-09-17 00:00:00,HR,RES04464,Database,Data Warehouse,Asia Pacific,62.29,78.23,67.64,9.2,99
2025-09-17 00:00:00,HR,RES11489,Networking,Load Balancer,US East,84.69,85.08,86.73,13.83,64.17
2025-09-17 00:00:00,IT,RES02070,Compute,Container,US East,80.89,86.47,32.48,4.58,44.4
2025-09-17 00:00:00,IT,RES02636,Storage,Object Storage,Asia Pacific,56.45,58.97,196.09,6.78,35.29
2025-09-17 00:00:00,IT,RES02693,Compute,Container,Asia Pacific,29.29,41.69,111.05,11.58,33.38
2025-09-17 00:00:00,IT,RES06511,Networking,Load Balancer,US East,76.68,73.28,231.86,22.9,77.66
2025-09-17 00:00:00,IT,RES07829,Storage,Object Storage,Europe,51.36,58.99,370.8,6.27,21.38
2025-09-17 00:00:00,IT,RES08779,Database,Data Warehouse,Asia Pacific,67.75,58.52,110.38,22.37,219.68
2025-09-17 00:00:00,IT,RES10695,Networking,Network Gateway,India,72.38,77.77,227.99,4.14,33.36
2025-09-17 00:00:00,Marketing,RES02208,Networking,Load Balancer,Asia Pacific,49.57,60.48,102.78,11.89,40.94
2025-09-17 00:00:00,Marketing,RES02907,Compute,Virtual Machine,US East,80.79,77.53,84.36,13.47,68.18
2025-09-17 00:00:00,Marketing,RES09375,Compute,Virtual Machine,Asia Pacific,65.86,80.14,217.9,10.41,60.78
2025-09-17 00:00:00,Operations,RES09023,Storage,Object Storage,US East,78.27,71.48,297.2,4.56,26.55
2025-09-17 00:00:00,Sales,RES03607,Storage,Object Storage,India,14.71,20.29,95.5,10.59,5
2025-09-17 00:00:00,Sales,RES04411,Networking,Network Gateway,US East,33.37,43.09,25.04,9.66,32.41
2025-09-17 00:00:00,Sales,RES06117,Database,Data Warehouse,Asia Pacific,50.8,55.76,100.67,10.4,104.46
2025-09-17 00:00:00,Sales,RES08064,Compute,Container,US East,73.21,66.6,124.03,18.32,61.43
2025-09-17 00:00:00,Sales,RES11586,Compute,Serverless,US West,46.74,55.4,226.36,16.02,39.88
2025-09-18 00:00:00,Finance,RES00808,Compute,Serverless,US West,5.65,30.54,24,9.52,17.87
2025-09-18 00:00:00,Finance,RES03340,Networking,Load Balancer,US East,64.64,63.2,80.94,9.12,40.73
2025-09-18 00:00:00,Finance,RES10343,Networking,Load Balancer,US East,50.4,55.41,301.91,7.32,33.37
2025-09-18 00:00:00,Finance,RES11821,Compute,Serverless,India,55.02,54.65,87.66,14.06,31.77
2025-09-18 00:00:00,HR,RES05927,Compute,Serverless,Asia Pacific,35.41,36.37,452.63,10.36,28.15
2025-09-18 00:00:00,HR,RES08096,Compute,Serverless,US West,79.22,74.08,811.01,17.01,50.1
2025-09-18 00:00:00,HR,RES09265,Compute,Virtual Machine,US East,54.28,50.74,80.64,20.01,74.23
2025-09-18 00:00:00,HR,RES09648,Storage,Block Storage,India,36.16,40.95,44.41,22.66,11.56
2025-09-18 00:00:00,HR,RES11436,Compute,Virtual Machine,India,29.28,30.03,115.59,8.39,35.01
2025-09-18 00:00:00,IT,RES01181,Compute,Container,US East,16.44,32.63,52.63,17.7,46.23
2025-09-18 00:00:00,IT,RES01454,Storage,Object Storage,India,28.44,35.04,70.62,17.09,5
2025-09-18 00:00:00,IT,RES06351,Compute,Serverless,US East,39.3,50.49,64.36,13.22,24.77
2025-09-18 00:00:00,IT,RES07616,Storage,Object Storage,US West,57.42,44.22,56.43,19.25,16.47
2025-09-18 00:00:00,Marketing,RES01903,Storage,Object Storage,US East,66.42,71.12,25.26,10.51,23.89
2025-09-18 00:00:00,Marketing,RES09251,Compute,Virtual Machine,India,7.74,23.92,43.59,14.93,33.26
2025-09-18 00:00:00,Operations,RES01990,Storage,Block Storage,US East,82.02,89.37,148.49,11.41,25.16
2025-09-18 00:00:00,Operations,RES02088,Compute,Virtual Machine,US East,60.54,66.94,27.38,22.8,87.06
2025-09-18 00:00:00,Operations,RES06563,Compute,Virtual Machine,Europe,48.41,39.32,128.31,20.48,76.65
2025-09-18 00:00:00,Sales,RES00741,Database,Database Server,India,98,98,188.33,8.56,78.34
2025-09-18 00:00:00,Sales,RES00952,Database,Database Server,Europe,50.85,48.16,53.7,16.14,131.84
2025-09-18 00:00:00,Sales,RES04772,Compute,Serverless,US East,73.17,67.96,246.11,4.56,28.06
2025-09-18 00:00:00,Sales,RES11825,Compute,Container,Europe,60.16,54.67,187.83,20.58,61.54
2025-09-19 00:00:00,Finance,RES02368,Networking,Load Balancer,India,6.17,28.32,172.86,19.16,29.45
2025-09-19 00:00:00,Finance,RES02370,Compute,Virtual Machine,India,32.95,45.53,21.34,21.56,72.61
2025-09-19 00:00:00,Finance,RES04137,Networking,Network Gateway,US West,44.62,50.92,27.38,4.63,24.98
2025-09-19 00:00:00,Finance,RES05785,Compute,Serverless,India,30.96,30.26,237.95,5.48,10.81
2025-09-19 00:00:00,Finance,RES06537,Compute,Virtual Machine,India,18.52,23.67,644.62,19.49,49.49
2025-09-19 00:00:00,Finance,RES08076,Database,Data Warehouse,Europe,29.25,20.35,104.63,12.7,123.08
2025-09-19 00:00:00,HR,RES01203,Database,Database Server,US West,64.34,70.28,121.08,20.53,164.36
2025-09-19 00:00:00,HR,RES01737,Storage,Object Storage,US East,61.02,79.81,349.54,10.72,22.06
2025-09-19 00:00:00,HR,RES10806,Networking,Network Gateway,India,76.51,66.89,49.4,22.91,71.13
2025-09-19 00:00:00,IT,RES03074,Networking,Load Balancer,US East,47.77,47.8,182.75,7.23,30.66
2025-09-19 00:00:00,IT,RES03229,Compute,Container,Europe,29.44,38.53,87.24,9.5,30.78
2025-09-19 00:00:00,IT,RES06855,Compute,Virtual Machine,Asia Pacific,24.44,40.54,156.88,21.86,75.09
2025-09-19 00:00:00,Marketing,RES05600,Database,Database Server,India,82.65,68.54,87.57,4.33,49.95
2025-09-19 00:00:00,Marketing,RES11864,Database,Database Server,US East,54.77,43.73,58.27,13.81,111.84
2025-09-19 00:00:00,Operations,RES08536,Compute,Virtual Machine,India,96.04,79.4,22.99,20.41,82.71
2025-09-19 00:00:00,Operations,RES10126,Compute,Serverless,US East,7.31,21.4,167,20.21,28.42
2025-09-19 00:00:00,Sales,RES02509,Storage,Block Storage,Asia Pacific,15.97,27.14,110.75,17.23,5
2025-09-19 00:00:00,Sales,RES11013,Compute,Container,India,55.47,63.98,189.5,9.09,41.16
2025-09-19 00:00:00,Sales,RES11175,Database,Database Server,India,18.19,46.13,106.43,7.59,57.79
2025-09-20 00:00:00,Finance,RES00189,Compute,Virtual Machine,US East,95.34,93.4,109.5,7.38,55.58
2025-09-20 00:00:00,Finance,RES08481,Compute,Virtual Machine,Asia Pacific,49.92,57.27,96.46,12.6,52.39
2025-09-20 00:00:00,Finance,RES10774,Storage,Block Storage,Europe,71.83,83.94,62.3,9.87,22.76
2025-09-20 00:00:00,HR,RES01810,Compute,Container,US East,16.55,19.84,20.06,20,40.34
2025-09-20 00:00:00,HR,RES09995,Networking,Load Balancer,India,82.51,72.28,89.67,23.7,70.49
2025-09-20 00:00:00,IT,RES01613,Database,Database Server,Europe,5.12,27.79,140.94,15.07,117.05
2025-09-20 00:00:00,IT,RES04149,Database,Database Server,Europe,33.04,37.16,82.05,16.19,129.85
2025-09-20 00:00:00,IT,RES09443,Database,Data Warehouse,Europe,50.28,45.32,55.37,5.92,72.22
2025-09-20 00:00:00,IT,RES09519,Compute,Container,Asia Pacific,36.48,61.46,64.86,13.91,43.29
2025-09-20 00:00:00,IT,RES09842,Compute,Virtual Machine,India,6.24,14.95,122.7,21.08,54.26
2025-09-20 00:00:00,Marketing,RES01662,Compute,Serverless,India,44.9,50.11,142.65,19.14,36.74
2025-09-20 00:00:00,Marketing,RES11418,Database,Data Warehouse,India,89.66,72.37,20.11,14.99,126.5
2025-09-20 00:00:00,Operations,RES04400,Networking,Network Gateway,US East,36.51,41.4,67.17,4.61,25.9
2025-09-20 00:00:00,Operations,RES09825,Database,Database Server,Europe,54.21,51.54,74.77,4.8,54.85
2025-09-20 00:00:00,Operations,RES10627,Compute,Virtual Machine,India,38.78,53.82,272.2,15.77,52.74
2025-09-20 00:00:00,Sales,RES02757,Database,Database Server,US East,75.06,64.07,221.23,19.26,149.84
2025-09-20 00:00:00,Sales,RES11211,Compute,Container,US West,55.69,63.97,315.07,18.01,56.89
2025-09-21 00:00:00,Finance,RES09543,Compute,Container,US East,75.14,76.56,55.05,12.52,53.16
2025-09-21 00:00:00,HR,RES02616,Storage,Block Storage,Europe,15.8,22.01,90.65,12.18,5
2025-09-21 00:00:00,HR,RES06191,Compute,Virtual Machine,US East,9.94,25.48,441.75,9.29,41.81
2025-09-21 00:00:00,IT,RES01371,Compute,Container,Europe,10.51,11.27,112.56,16.12,35.96
2025-09-21 00:00:00,IT,RES03544,Networking,Load Balancer,US East,5.65,34.15,107.45,18.53,51.06
2025-09-21 00:00:00,IT,RES03654,Storage,Object Storage,India,68.53,86.87,584.13,19.2,31.77
2025-09-21 00:00:00,IT,RES05952,Database,Database Server,Europe,5.78,22.69,74.09,23.04,167.13
2025-09-21 00:00:00,IT,RES07341,Storage,Block Storage,Asia Pacific,51.08,53.03,67.96,6.48,25.87
2025-09-21 00:00:00,IT,RES09135,Compute,Virtual Machine,India,6.29,17.52,150.22,6.6,20.71
2025-09-21 00:00:00,IT,RES11207,Compute,Virtual Machine,Asia Pacific,63.74,57.48,93.2,4.5,36.28
2025-09-21 00:00:00,IT,RES11651,Compute,Serverless,Europe,78.75,98,135.02,18.28,53.51
2025-09-21 00:00:00,Marketing,RES00924,Compute,Virtual Machine,US East,65.67,63.99,184.59,6.18,38.33
2025-09-21 00:00:00,Marketing,RES07964,Networking,Load Balancer,US West,72.15,72.6,204.85,4.64,42.38
2025-09-21 00:00:00,Operations,RES00304,Compute,Serverless,US East,79.36,70.73,60.37,17.97,47.52
2025-09-21 00:00:00,Operations,RES08295,Compute,Container,Europe,26.71,21.76,43.05,5.28,20.47
2025-09-21 00:00:00,Operations,RES08428,Networking,Network Gateway,US West,14.51,51,88.6,13.83,43.41
2025-09-21 00:00:00,Sales,RES00905,Compute,Container,Europe,46.46,53.84,68.09,16.87,50.77
2025-09-21 00:00:00,Sales,RES01696,Compute,Virtual Machine,US East,62.01,51.8,205.03,13.89,58.43
2025-09-21 00:00:00,Sales,RES09533,Compute,Virtual Machine,Asia Pacific,31.78,42.99,32.04,6.44,25.82
2025-09-22 00:00:00,Finance,RES02230,Database,Database Server,US West,66.71,58.89,435.81,20.13,158.54
2025-09-22 00:00:00,Finance,RES03830,Compute,Virtual Machine,US East,46.89,46.33,289.2,18.05,66.93
2025-09-22 00:00:00,Finance,RES05673,Networking,Load Balancer,India,36.75,50.33,38.1,21.79,49.58
2025-09-22 00:00:00,Finance,RES11417,Database,Database Server,US East,98,98,117.53,22.21,175.54
2025-09-22 00:00:00,HR,RES10808,Storage,Block Storage,Asia Pacific,15.9,22.87,89.65,22.8,6.67
2025-09-22 00:00:00,IT,RES00409,Database,Database Server,US East,43.96,32.85,573.73,21.08,159.01
2025-09-22 00:00:00,IT,RES02634,Database,Database Server,India,27.55,22.6,271.2,14.84,87.57
2025-09-22 00:00:00,IT,RES03482,Compute,Virtual Machine,US East,36.17,51.42,31.32,12.91,54.14
2025-09-22 00:00:00,IT,RES07668,Storage,Block Storage,Asia Pacific,47.48,43.39,280.85,16.36,18.45
2025-09-22 00:00:00,IT,RES08524,Database,Data Warehouse,Asia Pacific,27.99,34.66,89.78,16.19,152.1
2025-09-22 00:00:00,IT,RES08729,Storage,Block Storage,US East,26.35,41.81,147.6,13.02,22.12
2025-09-22 00:00:00,IT,RES09341,Database,Database Server,Europe,52.09,49.29,170.26,20.38,163.67
2025-09-22 00:00:00,IT,RES09536,Networking,Load Balancer,Asia Pacific,21.64,32.76,106.68,18.34,49.44
2025-09-22 00:00:00,IT,RES11591,Networking,Network Gateway,Asia Pacific,59.59,81.54,89.05,14.53,63.08
2025-09-22 00:00:00,Marketing,RES02942,Compute,Container,Asia Pacific,35.68,40.13,71.53,21.4,55.79
2025-09-22 00:00:00,Marketing,RES04552,Compute,Container,US West,30.94,25.31,25.85,15.36,45.42
2025-09-22 00:00:00,Operations,RES04958,Database,Data Warehouse,India,80.46,71.71,97.53,16.8,147.11
2025-09-22 00:00:00,Operations,RES05179,Compute,Container,US West,17.48,29.58,15.05,16.54,41.61
2025-09-22 00:00:00,Operations,RES07198,Database,Data Warehouse,Europe,38.06,42.78,173.57,6.77,77.21
2025-09-22 00:00:00,Operations,RES07995,Networking,Load Balancer,Asia Pacific,8.77,10.21,59.19,6.05,23.05
2025-09-22 00:00:00,Operations,RES08584,Database,Database Server,US East,98,86.16,73.33,13.34,117.72
2025-09-22 00:00:00,Operations,RES10338,Storage,Object Storage,US West,23.74,25.82,59.74,6.26,8.91
2025-09-22 00:00:00,Sales,RES02311,Compute,Serverless,India,47.64,46.02,86.95,13.66,24.2
2025-09-22 00:00:00,Sales,RES09997,Networking,Load Balancer,India,75.82,73.75,113.63,23.23,64.11
2025-09-22 00:00:00,Sales,RES11689,Compute,Serverless,US West,85.1,89.33,17.02,9.59,45.69
2025-09-23 00:00:00,Finance,RES01763,Compute,Virtual Machine,US East,45.31,47.47,75.8,8.24,41.96
2025-09-23 00:00:00,Finance,RES07515,Storage,Block Storage,US West,56.99,49.13,40.18,16.3,20.6
2025-09-23 00:00:00,Finance,RES09145,Compute,Virtual Machine,US West,56.07,38.9,258.42,18.57,63.37
2025-09-23 00:00:00,Finance,RES10004,Database,Data Warehouse,Europe,18.16,38.54,151.57,12.05,114.41
2025-09-23 00:00:00,HR,RES01118,Networking,Load Balancer,India,53.96,61.37,84.15,19.2,48.69
2025-09-23 00:00:00,HR,RES09968,Database,Data Warehouse,Asia Pacific,98,83.51,100.2,13.84,155.53
2025-09-23 00:00:00,IT,RES03211,Database,Database Server,US East,37.99,35.27,29.41,20.69,147
2025-09-23 00:00:00,IT,RES04595,Networking,Load Balancer,Europe,75.36,62.04,325.11,17.99,66.98
2025-09-23 00:00:00,IT,RES05205,Compute,Serverless,India,44.87,45.09,45.07,4.2,21.23
2025-09-23 00:00:00,IT,RES07171,Networking,Load Balancer,India,40.5,34.07,312.39,7.82,28.22
2025-09-23 00:00:00,IT,RES08659,Compute,Container,India,90.12,71.17,418.63,14.03,42.91
2025-09-23 00:00:00,Marketing,RES02961,Database,Data Warehouse,US West,13.34,26.96,120.52,18.45,162.82
2025-09-23 00:00:00,Marketing,RES03705,Storage,Block Storage,India,55.64,66.42,274.97,23.22,25.96
2025-09-23 00:00:00,Operations,RES02430,Compute,Container,US West,48.09,56.13,193.68,18.75,51.57
2025-09-23 00:00:00,Operations,RES05598,Networking,Network Gateway,India,37.1,47.09,77.16,21.47,57.31
2025-09-23 00:00:00,Operations,RES08376,Networking,Load Balancer,India,98,89.66,91.1,5.69,36.03
2025-09-23 00:00:00,Operations,RES08590,Database,Database Server,US East,75.85,68.94,126.86,5.58,54.18
2025-09-23 00:00:00,Operations,RES09062,Storage,Block Storage,US West,57.9,63.09,31.74,15.33,16.83
2025-09-23 00:00:00,Operations,RES11026,Compute,Virtual Machine,US East,52.69,68.28,139.15,7.23,48.46
2025-09-23 00:00:00,Sales,RES05347,Database,Data Warehouse,India,80.1,81.83,263.35,19.66,163.09
2025-09-23 00:00:00,Sales,RES08080,Compute,Container,India,34.23,50.6,177.25,22.84,44.17
2025-09-24 00:00:00,Finance,RES02566,Networking,Load Balancer,India,43.56,36.14,99.96,15.43,37.51
2025-09-24 00:00:00,Finance,RES02853,Storage,Object Storage,US West,11.05,28.2,285.01,5.52,13.05
2025-09-24 00:00:00,Finance,RES04401,Compute,Container,India,18.65,28.16,49.49,14,28.03
2025-09-24 00:00:00,Finance,RES08253,Networking,Load Balancer,India,56.61,53.61,92.02,18.69,49.48
2025-09-24 00:00:00,Finance,RES09615,Compute,Serverless,India,61.18,61.45,111.97,16.74,46.15
2025-09-24 00:00:00,Finance,RES10855,Compute,Container,India,8.18,12.76,294.57,15.85,23.04
2025-09-24 00:00:00,HR,RES11798,Compute,Serverless,Europe,7.95,11.49,72.96,20.73,33.33
2025-09-24 00:00:00,IT,RES01171,Compute,Virtual Machine,US East,51.86,34.35,61.92,10.45,44.67
2025-09-24 00:00:00,IT,RES01570,Compute,Virtual Machine,Asia Pacific,6.32,34.21,55.18,8.63,31.77
2025-09-24 00:00:00,IT,RES03492,Database,Database Server,Asia Pacific,78.17,56.32,133,10.47,94.07
2025-09-24 00:00:00,IT,RES06842,Database,Data Warehouse,India,58.53,59.66,71.58,14.25,114.96
2025-09-24 00:00:00,IT,RES10307,Compute,Virtual Machine,India,18.15,43.09,58.3,5.8,27.72
2025-09-24 00:00:00,Marketing,RES05286,Compute,Virtual Machine,India,53.09,40.45,232.33,17.87,66.98
2025-09-24 00:00:00,Marketing,RES11861,Database,Data Warehouse,India,42.94,50.88,48.25,8.81,69.85
2025-09-24 00:00:00,Operations,RES05312,Database,Data Warehouse,India,40.74,48.54,111.46,20.98,157.63
2025-09-24 00:00:00,Operations,RES07862,Compute,Serverless,US East,98,79.72,372.83,9.97,39.36
2025-09-24 00:00:00,Operations,RES10857,Networking,Load Balancer,US East,92.67,83.45,18.47,11.01,48.58
2025-09-24 00:00:00,Sales,RES04785,Compute,Virtual Machine,India,59.49,63.72,217.95,4.64,33.28
2025-09-24 00:00:00,Sales,RES06318,Storage,Object Storage,US West,46.97,60.04,160.33,11.3,15.55
2025-09-24 00:00:00,Sales,RES10565,Database,Data Warehouse,India,26.33,26.56,111.59,19.46,147.23
2025-09-25 00:00:00,Finance,RES00146,Networking,Network Gateway,US East,51.43,50.01,214.62,11.41,44.12
2025-09-25 00:00:00,Finance,RES02327,Compute,Virtual Machine,India,98,96,78.4,16.75,73.78
2025-09-25 00:00:00,Finance,RES05805,Networking,Load Balancer,Europe,74.32,76.8,407.61,15.28,53.83
2025-09-25 00:00:00,HR,RES01059,Compute,Virtual Machine,US West,85.97,97.04,44.71,9.28,58.33
2025-09-25 00:00:00,HR,RES05245,Database,Data Warehouse,Asia Pacific,93.26,92.27,67.1,13.27,150.66
2025-09-25 00:00:00,HR,RES08032,Database,Database Server,US East,68.86,73,436.25,16.32,129.68
2025-09-25 00:00:00,IT,RES02406,Storage,Block Storage,Asia Pacific,64.73,78.69,111.43,21.62,27.37
2025-09-25 00:00:00,IT,RES03836,Compute,Serverless,Asia Pacific,5.72,19.32,201.8,19.79,33.16
2025-09-25 00:00:00,IT,RES07002,Database,Database Server,India,87.71,82.29,75.86,12.73,94.71
2025-09-25 00:00:00,IT,RES07343,Storage,Object Storage,Europe,51.05,59.7,1042.92,21.34,33.27
2025-09-25 00:00:00,IT,RES07431,Networking,Load Balancer,India,86.38,97.04,103.6,5.16,30.41
2025-09-25 00:00:00,IT,RES07700,Compute,Virtual Machine,US East,62.27,43.28,139.94,7.72,45.33
2025-09-25 00:00:00,Marketing,RES03660,Networking,Load Balancer,US East,51,63.29,302.2,4.23,25.67
2025-09-25 00:00:00,Marketing,RES07975,Networking,Network Gateway,Asia Pacific,56.04,40.37,70.85,7.41,37.89
2025-09-25 00:00:00,Operations,RES00992,Compute,Virtual Machine,Europe,46.68,38.66,78.53,16.5,68.91
2025-09-25 00:00:00,Operations,RES01428,Networking,Load Balancer,India,41.93,38.84,57.54,10.18,32.46
2025-09-25 00:00:00,Operations,RES02185,Compute,Serverless,Europe,39.78,42.51,88.16,9.08,22.12
2025-09-25 00:00:00,Operations,RES04495,Networking,Load Balancer,Europe,11.2,26.8,212.84,19.92,50.56
2025-09-25 00:00:00,Operations,RES04791,Database,Database Server,US West,8.57,13.42,187.02,7.09,57.48
2025-09-25 00:00:00,Operations,RES08633,Compute,Serverless,Asia Pacific,74.3,77.86,270.54,22.85,60.93
2025-09-25 00:00:00,Operations,RES08668,Networking,Network Gateway,India,79.02,66.78,97.74,22.08,71.68
2025-09-25 00:00:00,Operations,RES09566,Storage,Object Storage,India,38.25,51.2,114.1,6.06,12.74
2025-09-25 00:00:00,Operations,RES09603,Compute,Virtual Machine,US West,12.68,23.12,54.28,12.53,40.94
2025-09-25 00:00:00,Operations,RES10096,Storage,Block Storage,Europe,51.52,52.36,125.33,15.69,23.24
2025-09-25 00:00:00,Sales,RES00366,Database,Database Server,Asia Pacific,68.33,72.4,100.81,5.92,67.65
2025-09-25 00:00:00,Sales,RES00572,Compute,Serverless,Europe,11.26,30.93,136.08,12.99,23
2025-09-25 00:00:00,Sales,RES02198,Networking,Network Gateway,India,80.61,98,174.9,11.82,49.54
2025-09-25 00:00:00,Sales,RES02443,Database,Database Server,US East,37.71,56.98,601.78,4.97,48.46
2025-09-26 00:00:00,Finance,RES00311,Database,Database Server,Europe,29.27,53.18,185.83,20.91,159.52
2025-09-26 00:00:00,Finance,RES04407,Compute,Container,US West,69.97,69.82,273.23,15.26,48.89
2025-09-26 00:00:00,Finance,RES05760,Database,Database Server,India,17.75,31.49,305.63,20.6,124.88
2025-09-26 00:00:00,Finance,RES08031,Networking,Network Gateway,Europe,11.55,23.61,84.58,10.55,33.09
2025-09-26 00:00:00,Finance,RES10499,Compute,Serverless,India,75.67,65.69,71.07,12.35,41.28
2025-09-26 00:00:00,HR,RES03398,Storage,Block Storage,Asia Pacific,68.63,70.33,94.89,17.47,24.11
2025-09-26 00:00:00,HR,RES07548,Compute,Virtual Machine,US West,41.63,38.68,96.1,14.38,58.89
2025-09-26 00:00:00,IT,RES08424,Networking,Load Balancer,India,69.77,79.87,39.66,14.21,53.2
2025-09-26 00:00:00,IT,RES09503,Compute,Virtual Machine,Asia Pacific,89.4,88.2,103.93,4.88,43.99
2025-09-26 00:00:00,IT,RES10616,Compute,Container,Asia Pacific,77.88,71.87,91.07,6.76,35.67
2025-09-26 00:00:00,Marketing,RES08189,Storage,Block Storage,India,62.12,55.6,41.88,18.1,24.3
2025-09-26 00:00:00,Marketing,RES09158,Compute,Virtual Machine,US East,31.83,27.81,173.05,7.22,37.96
2025-09-26 00:00:00,Marketing,RES09926,Compute,Serverless,Europe,90.53,95.41,117.34,8.7,41.78
2025-09-26 00:00:00,Operations,RES03491,Compute,Virtual Machine,India,29.49,38.28,212.93,17.66,58.45
2025-09-26 00:00:00,Operations,RES03997,Storage,Object Storage,India,45.31,47.15,415.96,4.02,16.69
2025-09-26 00:00:00,Operations,RES06216,Compute,Serverless,US West,32.39,39.37,538.33,15.82,37.97
2025-09-26 00:00:00,Operations,RES09935,Compute,Container,US East,81.46,70.79,79.62,16.6,62.16
2025-09-26 00:00:00,Sales,RES02216,Database,Data Warehouse,India,92.73,50.07,109.49,16.96,144.62
2025-09-26 00:00:00,Sales,RES03875,Compute,Virtual Machine,India,53.28,57.96,198.7,20.3,65.29
2025-09-26 00:00:00,Sales,RES04633,Networking,Load Balancer,India,30.58,38.44,153.74,7.61,20.61
2025-09-26 00:00:00,Sales,RES10383,Compute,Serverless,India,54.25,45.3,52.15,22.16,43.22
